date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2000-01-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,206.11,0.6
2000-01-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,108.02,0.32
2000-02-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,152.66,0.45
2000-02-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,110.22,0.32
2000-03-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,159.27,0.47
2000-03-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,110.22,0.32
2000-04-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,180.76,0.5
2000-04-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,116.83,0.33
2000-05-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,182.97,0.51
2000-05-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,128.41,0.36
2000-06-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,145.49,0.41
2000-06-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,141.63,0.39
2000-07-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,153.76,0.43
2000-07-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,139.43,0.39
2000-08-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,155.96,0.43
2000-09-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,160.37,0.45
2000-09-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,160.37,0.45
2000-10-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,185.72,0.52
2000-10-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,235.32,0.66
2000-11-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,187.93,0.52
2000-11-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,239.73,0.67
2000-12-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,198.95,0.55
2001-01-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,165.88,0.46
2001-01-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,146.59,0.41
2001-02-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,159.27,0.44
2001-02-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,127.31,0.35
2001-03-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,145.49,0.34
2001-03-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,139.43,0.33
2001-04-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,139.43,0.32
2001-04-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,139.43,0.32
2001-05-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,141.63,0.33
2001-05-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,134.47,0.31
2001-06-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,137.78,0.32
2001-06-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,131.71,0.3
2001-07-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,142.74,0.33
2001-07-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,149.35,0.34
2001-08-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,154.86,0.36
2002-02-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,101.95,0.22
2002-11-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,109.67,0.22
2002-12-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,110.22,0.22
2002-12-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,117.66,0.23
2003-01-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,108.57,0.21
2003-01-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,110.22,0.22
2003-02-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,63.38,0.12
2003-02-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,101.95,0.2
2003-03-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,75.5,0.15
2003-03-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,102.5,0.2
2003-04-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,95.89,0.19
2003-04-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,106.36,0.21
2003-05-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,91.48,0.18
2003-06-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,103.06,0.2
2003-06-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,94.79,0.18
2003-07-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,112.42,0.21
2003-08-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,101.4,0.19
2003-08-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,111.32,0.21
2003-09-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,85.42,0.16
2003-09-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,120.14,0.22
2003-10-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,83.77,0.15
2003-10-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,108.57,0.2
2003-11-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,137.22,0.25
2003-12-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,134.47,0.24
2004-01-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,108.57,0.2
2004-01-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,104.16,0.19
2004-02-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,109.12,0.19
2004-02-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,113.53,0.2
2004-03-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,104.16,0.19
2004-03-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,113.53,0.2
2004-04-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,94.79,0.17
2004-04-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,114.08,0.2
2004-05-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,119.59,0.21
2004-06-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,124.55,0.22
2005-03-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,150.45,0.27
2005-09-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,164.78,0.3
2005-10-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,117.94,0.22
2005-10-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,166.98,0.31
2005-11-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,165.33,0.31
2005-12-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,121.24,0.22
2005-12-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,159.82,0.29
2006-01-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,123.35,0.22
2006-01-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,333.45,0.6
2006-01-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,174.05,0.32
2006-02-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,134.97,0.25
2006-02-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,338.75,0.62
2006-02-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,178.62,0.32
2006-03-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,138.34,0.25
2006-03-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,328.83,0.6
2006-03-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,186.23,0.34
2006-04-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,138.58,0.25
2006-04-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,338.35,0.62
2006-04-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,191.4,0.35
2006-05-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,157.18,0.29
2006-05-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,213.76,0.39
2006-06-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,380.66,0.69
2006-06-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,179.07,0.33
2006-07-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,164.41,0.3
2006-07-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,373.55,0.68
2006-07-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,151.98,0.28
2006-08-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,393.53,0.72
2006-08-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,163.22,0.3
2006-09-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,408.41,0.75
2006-09-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,165.42,0.3
2006-10-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,120.79,0.22
2006-10-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,409.37,0.75
2006-10-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,172.65,0.32
2006-11-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,413.9,0.76
2006-11-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,206.18,0.38
2006-12-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,131.18,0.24
2006-12-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,398.01,0.73
2006-12-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,214.17,0.39
2007-01-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,135.11,0.25
2007-01-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,405.64,0.74
2007-01-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,204.77,0.37
2007-02-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,139.36,0.26
2007-02-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,405.66,0.74
2007-02-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,154.47,0.28
2007-03-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,138.79,0.26
2007-03-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,401.31,0.74
2007-03-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,174.5,0.32
2007-04-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,125.09,0.23
2007-04-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,397.67,0.73
2007-04-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,204.86,0.38
2007-05-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,395.63,0.73
2007-05-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,218.36,0.4
2007-06-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,401.58,0.74
2007-06-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,207.93,0.38
2007-07-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,409.73,0.75
2007-07-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,203.22,0.37
2007-08-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,120.44,0.22
2007-08-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,410.05,0.75
2007-08-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,221.18,0.41
2007-09-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,135.46,0.25
2007-09-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,404.44,0.74
2007-09-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,274.99,0.51
2007-10-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,391.93,0.72
2007-10-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,326,0.6
2007-11-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Maize,51,KG,actual,Wholesale,RWF,118.9,0.22
2007-11-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,405.47,0.75
2007-11-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,334.02,0.62
2007-12-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,cereals and tubers,Rice,52,KG,actual,Wholesale,RWF,369.68,0.68
2007-12-15,Kigali City,Nyarugenge,Kigali,1076,-1.95,30.06,pulses and nuts,Beans,50,KG,actual,Wholesale,RWF,340.26,0.63
2008-01-15,Eastern Province,Bugesera,Ruhuha,1105,-2.15,30.09,cereals and tubers,Cassava,68,KG,actual,Retail,RWF,140,0.26
2008-01-15,Eastern Province,Bugesera,Ruhuha,1105,-2.15,30.09,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,190,0.35
2008-01-15,Eastern Province,Bugesera,Ruhuha,1105,-2.15,30.09,cereals and tubers,Maize,51,KG,actual,Retail,RWF,150,0.28
2008-01-15,Eastern Province,Bugesera,Ruhuha,1105,-2.15,30.09,cereals and tubers,Maize flour,76,KG,actual,Retail,RWF,240,0.44
2008-01-15,Eastern Province,Bugesera,Ruhuha,1105,-2.15,30.09,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,RWF,120,0.22
2008-01-15,Eastern Province,Bugesera,Ruhuha,1105,-2.15,30.09,cereals and tubers,Sorghum,65,KG,actual,Retail,RWF,150,0.28
2008-01-15,Eastern Province,Bugesera,Ruhuha,1105,-2.15,30.09,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,RWF,70,0.13
2008-01-15,Eastern Province,Bugesera,Ruhuha,1105,-2.15,30.09,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,270,0.5
2008-01-15,Eastern Province,Bugesera,Ruhuha,1105,-2.15,30.09,vegetables and fruits,Eggplants,434,KG,actual,Retail,RWF,150,0.28
2008-01-15,Eastern Province,Bugesera,Ruhuha,1105,-2.15,30.09,vegetables and fruits,Passion fruit,447,KG,actual,Retail,RWF,450,0.83
2008-01-15,Eastern Province,Gatsibo,Kimironko,1403,-1.75,30.34,vegetables and fruits,Eggplants,434,KG,actual,Retail,RWF,225,0.42
2008-01-15,Eastern Province,Gatsibo,Kimironko,1403,-1.75,30.34,vegetables and fruits,Passion fruit,447,KG,actual,Retail,RWF,525,0.97
2008-01-15,Eastern Province,Gatsibo,Kiramuruzi,1079,-1.8,30.4,cereals and tubers,Cassava,68,KG,actual,Retail,RWF,100,0.19
2008-01-15,Eastern Province,Gatsibo,Kiramuruzi,1079,-1.8,30.4,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,200,0.37
2008-01-15,Eastern Province,Gatsibo,Kiramuruzi,1079,-1.8,30.4,cereals and tubers,Maize,51,KG,actual,Retail,RWF,187.5,0.35
2008-01-15,Eastern Province,Gatsibo,Kiramuruzi,1079,-1.8,30.4,cereals and tubers,Maize flour,76,KG,actual,Retail,RWF,262.5,0.49
2008-01-15,Eastern Province,Gatsibo,Kiramuruzi,1079,-1.8,30.4,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,RWF,102.5,0.19
2008-01-15,Eastern Province,Gatsibo,Kiramuruzi,1079,-1.8,30.4,cereals and tubers,Sorghum,65,KG,actual,Retail,RWF,165,0.31
2008-01-15,Eastern Province,Gatsibo,Kiramuruzi,1079,-1.8,30.4,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,RWF,72.5,0.13
2008-01-15,Eastern Province,Gatsibo,Kiramuruzi,1079,-1.8,30.4,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,262.5,0.49
2008-01-15,Eastern Province,Gatsibo,Kiramuruzi,1079,-1.8,30.4,vegetables and fruits,Eggplants,434,KG,actual,Retail,RWF,127.5,0.24
2008-01-15,Eastern Province,Gatsibo,Rwagitima,1109,-1.8,30.42,cereals and tubers,Cassava,68,KG,actual,Retail,RWF,127.5,0.24
2008-01-15,Eastern Province,Gatsibo,Rwagitima,1109,-1.8,30.42,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,167.5,0.31
2008-01-15,Eastern Province,Gatsibo,Rwagitima,1109,-1.8,30.42,cereals and tubers,Maize,51,KG,actual,Retail,RWF,157.5,0.29
2008-01-15,Eastern Province,Gatsibo,Rwagitima,1109,-1.8,30.42,cereals and tubers,Maize flour,76,KG,actual,Retail,RWF,235.42,0.44
2008-01-15,Eastern Province,Gatsibo,Rwagitima,1109,-1.8,30.42,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,RWF,95,0.18
2008-01-15,Eastern Province,Gatsibo,Rwagitima,1109,-1.8,30.42,cereals and tubers,Sorghum,65,KG,actual,Retail,RWF,162.5,0.3
2008-01-15,Eastern Province,Gatsibo,Rwagitima,1109,-1.8,30.42,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,RWF,75,0.14
2008-01-15,Eastern Province,Gatsibo,Rwagitima,1109,-1.8,30.42,non-food,Charcoal,446,Sack,actual,Retail,RWF,3950,7.31
2008-01-15,Eastern Province,Gatsibo,Rwagitima,1109,-1.8,30.42,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,237.5,0.44
2008-01-15,Eastern Province,Gatsibo,Rwagitima,1109,-1.8,30.42,vegetables and fruits,Eggplants,434,KG,actual,Retail,RWF,100,0.19
2008-01-15,Eastern Province,Gatsibo,Rwagitima,1109,-1.8,30.42,vegetables and fruits,Passion fruit,447,KG,actual,Retail,RWF,457,0.85
2008-01-15,Eastern Province,Kayonza,Kabarondo,1066,-2.02,30.55,cereals and tubers,Cassava,68,KG,actual,Retail,RWF,130,0.24
2008-01-15,Eastern Province,Kayonza,Kabarondo,1066,-2.02,30.55,cereals and tubers,Cassava flour,74,KG,actual,Retail,RWF,190,0.35
2008-01-15,Eastern Province,Kayonza,Kabarondo,1066,-2.02,30.55,cereals and tubers,Maize,51,KG,actual,Retail,RWF,130,0.24
2008-01-15,Eastern Province,Kayonza,Kabarondo,1066,-2.02,30.55,cereals and tubers,Maize flour,76,KG,actual,Retail,RWF,266.67,0.49
2008-01-15,Eastern Province,Kayonza,Kabarondo,1066,-2.02,30.55,cereals and tubers,Potatoes (Irish),148,KG,actual,Retail,RWF,80,0.15
2008-01-15,Eastern Province,Kayonza,Kabarondo,1066,-2.02,30.55,cereals and tubers,Sorghum,65,KG,actual,Retail,RWF,120,0.22
2008-01-15,Eastern Province,Kayonza,Kabarondo,1066,-2.02,30.55,cereals and tubers,Sweet potatoes,87,KG,actual,Retail,RWF,65,0.12
2008-01-15,Eastern Province,Kayonza,Kabarondo,1066,-2.02,30.55,non-food,Charcoal,446,Sack,actual,Retail,RWF,2750,5.09
2008-01-15,Eastern Province,Kayonza,Kabarondo,1066,-2.02,30.55,pulses and nuts,Beans (dry),262,KG,actual,Retail,RWF,225,0.42
2008-01-15,Eastern Province,Kayonza,Kabarondo,1066,-2.02,30.55,vegetables and fruits,Eggplants,434,KG,actual,Retail,RWF,150,0.28
